#time, dark_ADC, dark_V, active_ADC, active_V, temp_ADC, temp_F, batt_ADC, batt_V, diff_ADC, diff_V
2022-04-06 16:20:09, 0, 0.000, 0, 0.000, 905, 72.9, 3618, 2.916, 0, 0.000, 34.306, *
2022-04-06 16:20:24, 0, 0.000, 0, 0.000, 902, 72.7, 3623, 2.920, 0, 0.000, 34.306, *
2022-04-06 16:20:39, 0, 0.000, 0, 0.000, 903, 72.8, 3626, 2.922, 0, 0.000, 34.306, *
2022-04-06 16:20:54, 0, 0.000, 0, 0.000, 900, 72.5, 3628, 2.924, 0, 0.000, 34.306, *
2022-04-06 16:21:09, 0, 0.000, 0, 0.000, 900, 72.5, 3630, 2.925, 0, 0.000, 34.306, *
2022-04-06 16:21:24, 0, 0.000, 0, 0.000, 899, 72.4, 3632, 2.927, 0, 0.000, 34.306, *
2022-04-06 16:19:24, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:19:39, 0, 0.000, 1880, 1.515, 755, 60.8, 4095, 3.300, 1880, 1.515, 1633.626
2022-04-06 16:19:54, 0, 0.000, 0, 0.000, 756, 60.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:20:09, 0, 0.000, 0, 0.000, 757, 61.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:20:24, 0, 0.000, 0, 0.000, 757, 61.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:20:39, 0, 0.000, 0, 0.000, 757, 61.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:20:52, 0, 0.000, 0, 0.000, 758, 61.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:21:09, 0, 0.000, 0, 0.000, 759, 61.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:21:24, 0, 0.000, 0, 0.000, 757, 61.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:21:37, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:21:52, 0, 0.000, 0, 0.000, 754, 60.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:22:07, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:22:22, 0, 0.000, 0, 0.000, 753, 60.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:22:37, 0, 0.000, 0, 0.000, 754, 60.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:22:52, 0, 0.000, 0, 0.000, 756, 60.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:23:07, 0, 0.000, 0, 0.000, 757, 61.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:23:22, 0, 0.000, 0, 0.000, 760, 61.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:23:37, 0, 0.000, 0, 0.000, 764, 61.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:23:52, 0, 0.000, 0, 0.000, 768, 61.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:24:07, 51, 0.041, 38, 0.031, 769, 62.0, 4095, 3.300, -13, -0.010, 23.247, *
2022-04-06 16:24:22, 0, 0.000, 0, 0.000, 772, 62.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:24:37, 0, 0.000, 0, 0.000, 776, 62.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:24:52, 0, 0.000, 0, 0.000, 779, 62.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:25:07, 0, 0.000, 0, 0.000, 781, 62.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:25:22, 0, 0.000, 0, 0.000, 784, 63.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:25:37, 0, 0.000, 0, 0.000, 783, 63.1, 4087, 3.294, 0, 0.000, 34.306, *
2022-04-06 16:25:52, 0, 0.000, 0, 0.000, 789, 63.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:26:07, 0, 0.000, 0, 0.000, 792, 63.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:26:22, 0, 0.000, 0, 0.000, 794, 64.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:26:37, 0, 0.000, 0, 0.000, 798, 64.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:26:52, 0, 0.000, 0, 0.000, 800, 64.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:27:07, 0, 0.000, 0, 0.000, 802, 64.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:27:22, 0, 0.000, 0, 0.000, 805, 64.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:27:37, 0, 0.000, 0, 0.000, 808, 65.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:27:52, 0, 0.000, 0, 0.000, 811, 65.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:28:07, 0, 0.000, 0, 0.000, 813, 65.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:28:22, 0, 0.000, 0, 0.000, 815, 65.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:28:37, 0, 0.000, 0, 0.000, 816, 65.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:28:52, 0, 0.000, 0, 0.000, 818, 65.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:29:07, 0, 0.000, 0, 0.000, 820, 66.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:29:22, 0, 0.000, 0, 0.000, 823, 66.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:29:37, 0, 0.000, 0, 0.000, 825, 66.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:29:52, 0, 0.000, 0, 0.000, 826, 66.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:30:07, 0, 0.000, 45, 0.036, 829, 66.8, 4095, 3.300, 45, 0.036, 72.588, *
2022-04-06 16:30:22, 0, 0.000, 0, 0.000, 831, 67.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:30:37, 0, 0.000, 0, 0.000, 833, 67.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:30:52, 0, 0.000, 0, 0.000, 834, 67.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:31:07, 0, 0.000, 99, 0.080, 839, 67.6, 4095, 3.300, 99, 0.080, 118.526
2022-04-06 16:31:22, 0, 0.000, 365, 0.294, 840, 67.7, 4095, 3.300, 365, 0.294, 344.812
2022-04-06 16:31:37, 0, 0.000, 0, 0.000, 844, 68.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:31:52, 0, 0.000, 0, 0.000, 844, 68.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:32:07, 0, 0.000, 123, 0.099, 846, 68.2, 4095, 3.300, 123, 0.099, 138.943
2022-04-06 16:32:22, 0, 0.000, 0, 0.000, 847, 68.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:32:37, 0, 0.000, 1143, 0.921, 847, 68.3, 4095, 3.300, 1143, 0.921, 1006.658
2022-04-06 16:32:52, 0, 0.000, 0, 0.000, 847, 68.3, 4072, 3.281, 0, 0.000, 34.306, *
2022-04-06 16:33:07, 0, 0.000, 0, 0.000, 849, 68.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:33:22, 0, 0.000, 291, 0.235, 849, 68.4, 4045, 3.260, 291, 0.235, 281.860
2022-04-06 16:33:37, 0, 0.000, 0, 0.000, 854, 68.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:33:52, 0, 0.000, 0, 0.000, 856, 69.0, 4072, 3.281, 0, 0.000, 34.306, *
2022-04-06 16:34:07, 76, 0.061, 74, 0.060, 860, 69.3, 4095, 3.300, -2, -0.002, 32.605, *
2022-04-06 16:34:22, 0, 0.000, 0, 0.000, 862, 69.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:34:37, 2, 0.002, 68, 0.055, 865, 69.7, 4095, 3.300, 66, 0.053, 90.453, *
2022-04-06 16:34:52, 0, 0.000, 0, 0.000, 865, 69.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:35:07, 0, 0.000, 0, 0.000, 865, 69.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:35:22, 0, 0.000, 0, 0.000, 868, 69.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:35:37, 0, 0.000, 0, 0.000, 868, 69.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:35:52, 63, 0.051, 60, 0.048, 870, 70.1, 4095, 3.300, -3, -0.002, 31.754, *
2022-04-06 16:36:07, 0, 0.000, 6, 0.005, 871, 70.2, 4095, 3.300, 6, 0.005, 39.410, *
2022-04-06 16:36:22, 0, 0.000, 0, 0.000, 873, 70.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:36:37, 17, 0.014, 41, 0.033, 874, 70.4, 4095, 3.300, 24, 0.019, 54.723, *
2022-04-06 16:36:52, 0, 0.000, 0, 0.000, 877, 70.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:37:07, 0, 0.000, 0, 0.000, 877, 70.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:37:22, 0, 0.000, 4093, 3.298, 878, 70.8, 4095, 3.300, 4093, 3.298, 3516.229, *
2022-04-06 16:37:37, 0, 0.000, 2690, 2.168, 879, 70.8, 4095, 3.300, 2690, 2.168, 2322.694
2022-04-06 16:37:52, 0, 0.000, 0, 0.000, 880, 70.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:38:07, 0, 0.000, 3276, 2.640, 880, 70.9, 4095, 3.300, 3276, 2.640, 2821.205
2022-04-06 16:38:22, 0, 0.000, 0, 0.000, 881, 71.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:38:37, 0, 0.000, 0, 0.000, 881, 71.0, 4066, 3.277, 0, 0.000, 34.306, *
2022-04-06 16:38:52, 0, 0.000, 2356, 1.899, 883, 71.2, 4095, 3.300, 2356, 1.899, 2038.560
2022-04-06 16:39:07, 0, 0.000, 243, 0.196, 885, 71.3, 4095, 3.300, 243, 0.196, 241.027
2022-04-06 16:39:22, 0, 0.000, 68, 0.055, 887, 71.5, 4095, 3.300, 68, 0.055, 92.154, *
2022-04-06 16:39:37, 0, 0.000, 0, 0.000, 888, 71.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:39:52, 0, 0.000, 0, 0.000, 889, 71.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:40:07, 0, 0.000, 0, 0.000, 891, 71.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:40:22, 0, 0.000, 0, 0.000, 892, 71.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:40:37, 0, 0.000, 0, 0.000, 895, 72.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:40:52, 0, 0.000, 0, 0.000, 895, 72.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:41:07, 0, 0.000, 0, 0.000, 895, 72.1, 4059, 3.271, 0, 0.000, 34.306, *
2022-04-06 16:41:22, 3, 0.002, 261, 0.210, 899, 72.4, 4095, 3.300, 258, 0.208, 253.787
2022-04-06 16:41:37, 0, 0.000, 4095, 3.300, 899, 72.4, 4095, 3.300, 4095, 3.300, 3517.930, *
2022-04-06 16:41:52, 0, 0.000, 4091, 3.297, 903, 72.8, 4095, 3.300, 4091, 3.297, 3514.527, *
2022-04-06 16:42:07, 0, 0.000, 169, 0.136, 907, 73.1, 4095, 3.300, 169, 0.136, 178.075
2022-04-06 16:42:22, 0, 0.000, 0, 0.000, 907, 73.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:42:37, 0, 0.000, 819, 0.660, 907, 73.1, 4095, 3.300, 819, 0.660, 731.031
2022-04-06 16:42:52, 0, 0.000, 0, 0.000, 909, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:43:07, 0, 0.000, 0, 0.000, 909, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:43:22, 0, 0.000, 0, 0.000, 909, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:43:37, 0, 0.000, 0, 0.000, 910, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:43:52, 0, 0.000, 0, 0.000, 910, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:44:07, 0, 0.000, 0, 0.000, 910, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:44:22, 0, 0.000, 0, 0.000, 911, 73.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:44:37, 0, 0.000, 0, 0.000, 909, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:44:52, 0, 0.000, 0, 0.000, 911, 73.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:45:07, 0, 0.000, 0, 0.000, 910, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:45:22, 0, 0.000, 0, 0.000, 911, 73.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:45:37, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:45:52, 0, 0.000, 0, 0.000, 911, 73.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:46:07, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:46:22, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:46:37, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:46:52, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:47:07, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:47:22, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:47:37, 0, 0.000, 0, 0.000, 913, 73.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:47:52, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:48:07, 0, 0.000, 0, 0.000, 913, 73.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:48:22, 0, 0.000, 0, 0.000, 914, 73.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:48:37, 0, 0.000, 0, 0.000, 915, 73.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:48:52, 0, 0.000, 0, 0.000, 915, 73.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:49:07, 0, 0.000, 0, 0.000, 916, 73.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:49:22, 0, 0.000, 0, 0.000, 914, 73.7, 4005, 3.227, 0, 0.000, 34.306, *
2022-04-06 16:49:39, 0, 0.000, 0, 0.000, 922, 74.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:49:54, 0, 0.000, 0, 0.000, 922, 74.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:50:09, 0, 0.000, 0, 0.000, 922, 74.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:50:24, 0, 0.000, 0, 0.000, 922, 74.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:50:39, 0, 0.000, 0, 0.000, 921, 74.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:50:54, 69, 0.056, 97, 0.078, 919, 74.1, 4095, 3.300, 28, 0.023, 58.126, *
2022-04-06 16:51:09, 0, 0.000, 0, 0.000, 918, 74.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:51:24, 0, 0.000, 0, 0.000, 915, 73.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:51:39, 0, 0.000, 0, 0.000, 914, 73.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:51:54, 0, 0.000, 0, 0.000, 912, 73.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:52:09, 22, 0.018, 21, 0.017, 911, 73.4, 4095, 3.300, -1, -0.001, 33.456, *
2022-04-06 16:52:24, 0, 0.000, 0, 0.000, 910, 73.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:52:39, 0, 0.000, 0, 0.000, 905, 72.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:52:54, 0, 0.000, 0, 0.000, 902, 72.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:53:09, 0, 0.000, 0, 0.000, 899, 72.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:53:24, 0, 0.000, 0, 0.000, 896, 72.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:53:39, 0, 0.000, 0, 0.000, 895, 72.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:53:54, 0, 0.000, 0, 0.000, 889, 71.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:54:09, 0, 0.000, 0, 0.000, 885, 71.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:54:24, 0, 0.000, 0, 0.000, 883, 71.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:54:39, 0, 0.000, 0, 0.000, 880, 70.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:54:54, 0, 0.000, 0, 0.000, 878, 70.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:55:09, 0, 0.000, 0, 0.000, 874, 70.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:55:24, 0, 0.000, 0, 0.000, 870, 70.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:55:39, 0, 0.000, 964, 0.777, 865, 69.7, 4095, 3.300, 964, 0.777, 854.383
2022-04-06 16:55:54, 0, 0.000, 67, 0.054, 863, 69.5, 4095, 3.300, 67, 0.054, 91.303, *
2022-04-06 16:56:09, 0, 0.000, 0, 0.000, 861, 69.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:56:24, 0, 0.000, 0, 0.000, 856, 69.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:56:39, 9, 0.007, 130, 0.105, 853, 68.7, 4095, 3.300, 121, 0.098, 137.241
2022-04-06 16:56:54, 0, 0.000, 0, 0.000, 850, 68.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:57:09, 0, 0.000, 0, 0.000, 848, 68.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:57:24, 0, 0.000, 0, 0.000, 847, 68.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:57:39, 0, 0.000, 0, 0.000, 845, 68.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:57:54, 0, 0.000, 0, 0.000, 843, 67.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:58:09, 0, 0.000, 0, 0.000, 840, 67.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:58:24, 0, 0.000, 0, 0.000, 838, 67.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:58:39, 0, 0.000, 0, 0.000, 834, 67.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:58:54, 0, 0.000, 0, 0.000, 833, 67.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:59:09, 0, 0.000, 0, 0.000, 831, 67.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:59:24, 0, 0.000, 0, 0.000, 829, 66.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:59:39, 0, 0.000, 0, 0.000, 827, 66.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 16:59:54, 0, 0.000, 308, 0.248, 824, 66.4, 4095, 3.300, 308, 0.248, 296.322
2022-04-06 17:00:09, 0, 0.000, 0, 0.000, 823, 66.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:00:24, 0, 0.000, 0, 0.000, 819, 66.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:00:39, 0, 0.000, 0, 0.000, 817, 65.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:00:54, 0, 0.000, 0, 0.000, 817, 65.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:01:09, 0, 0.000, 0, 0.000, 815, 65.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:01:24, 0, 0.000, 0, 0.000, 815, 65.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:01:39, 0, 0.000, 0, 0.000, 812, 65.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:01:54, 0, 0.000, 0, 0.000, 810, 65.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:02:09, 0, 0.000, 0, 0.000, 809, 65.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:02:24, 0, 0.000, 0, 0.000, 805, 64.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:02:39, 0, 0.000, 0, 0.000, 804, 64.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:02:54, 0, 0.000, 0, 0.000, 803, 64.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:03:09, 0, 0.000, 0, 0.000, 800, 64.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:03:24, 0, 0.000, 0, 0.000, 799, 64.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:03:39, 0, 0.000, 0, 0.000, 797, 64.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:03:54, 0, 0.000, 0, 0.000, 796, 64.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:04:09, 0, 0.000, 0, 0.000, 793, 63.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:04:24, 0, 0.000, 0, 0.000, 793, 63.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:04:39, 0, 0.000, 0, 0.000, 792, 63.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:04:54, 0, 0.000, 0, 0.000, 789, 63.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:05:09, 0, 0.000, 0, 0.000, 788, 63.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:05:24, 0, 0.000, 0, 0.000, 787, 63.4, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:05:39, 0, 0.000, 0, 0.000, 785, 63.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:05:54, 0, 0.000, 0, 0.000, 784, 63.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:06:09, 0, 0.000, 0, 0.000, 784, 63.2, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:06:24, 0, 0.000, 0, 0.000, 783, 63.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:06:39, 0, 0.000, 0, 0.000, 783, 63.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:06:54, 0, 0.000, 0, 0.000, 780, 62.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:07:09, 0, 0.000, 0, 0.000, 780, 62.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:07:24, 0, 0.000, 0, 0.000, 776, 62.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:07:39, 0, 0.000, 0, 0.000, 775, 62.5, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:07:54, 0, 0.000, 78, 0.063, 775, 62.5, 4095, 3.300, 78, 0.063, 100.661
2022-04-06 17:08:09, 0, 0.000, 0, 0.000, 773, 62.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:08:24, 0, 0.000, 0, 0.000, 773, 62.3, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:08:39, 0, 0.000, 0, 0.000, 771, 62.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:08:54, 0, 0.000, 0, 0.000, 771, 62.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:09:09, 0, 0.000, 0, 0.000, 770, 62.1, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:09:24, 0, 0.000, 0, 0.000, 769, 62.0, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:09:39, 0, 0.000, 0, 0.000, 768, 61.9, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:09:54, 0, 0.000, 0, 0.000, 767, 61.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:10:09, 0, 0.000, 0, 0.000, 767, 61.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:10:24, 0, 0.000, 0, 0.000, 766, 61.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:10:39, 0, 0.000, 0, 0.000, 765, 61.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:10:54, 0, 0.000, 21, 0.017, 763, 61.5, 4095, 3.300, 21, 0.017, 52.171, *
2022-04-06 17:11:09, 0, 0.000, 22, 0.018, 762, 61.4, 4095, 3.300, 22, 0.018, 53.022, *
2022-04-06 17:11:24, 0, 0.000, 22, 0.018, 761, 61.3, 4095, 3.300, 22, 0.018, 53.022, *
2022-04-06 17:11:39, 0, 0.000, 22, 0.018, 760, 61.2, 4095, 3.300, 22, 0.018, 53.022, *
2022-04-06 17:11:54, 0, 0.000, 23, 0.019, 759, 61.2, 4095, 3.300, 23, 0.019, 53.872, *
2022-04-06 17:12:09, 0, 0.000, 46, 0.037, 757, 61.0, 4095, 3.300, 46, 0.037, 73.439, *
2022-04-06 17:12:24, 0, 0.000, 26, 0.021, 756, 60.9, 4095, 3.300, 26, 0.021, 56.425, *
2022-04-06 17:12:39, 0, 0.000, 0, 0.000, 755, 60.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:12:54, 0, 0.000, 0, 0.000, 755, 60.8, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:13:09, 0, 0.000, 0, 0.000, 753, 60.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:13:24, 0, 0.000, 0, 0.000, 753, 60.7, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:13:39, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:13:54, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:14:09, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:14:24, 0, 0.000, 0, 0.000, 752, 60.6, 4095, 3.300, 0, 0.000, 34.306, *
2022-04-06 17:14:39, 0, 0.000, 129, 0.104, 751, 60.5, 4095, 3.300, 129, 0.104, 144.047
